Flight_ID,Airline_Name,Origin_City,Origin_Country,Destination_City,Destination_Country,Distance_KM,Scheduled_Departure,Scheduled_Arrival,Flight_Status,Base_Fare_NGN
FL00580,Dana Air,Lagos,Nigeria,Dakar,Senegal,2832,2024-02-28 06:45:00,2024-02-28 10:55:00,On-Time,253213
FL00581,Kenya Airways,Lusaka,Zambia,Kano,Nigeria,3700,2024-02-28 07:15:00,2024-02-28 12:25:00,Delayed,354694
FL00582,Ethiopian Airlines,Johannesburg,South Africa,Lusaka,Zambia,1160,2024-02-29 22:30:00,2024-03-01 00:25:00,Delayed,131826
FL00583,EgyptAir,Addis Ababa,Ethiopia,Nairobi,Kenya,1165,2024-03-01 16:30:00,2024-03-01 18:19:00,Delayed,126400
FL00584,Ethiopian Airlines,Douala,Cameroon,Nairobi,Kenya,3200,2024-03-02 05:30:00,2024-03-02 10:00:00,On-Time,319450
FL00585,Ethiopian Airlines,Accra,Ghana,Dakar,Senegal,2100,2024-03-02 16:00:00,2024-03-02 19:17:00,On-Time,216682
FL00586,Dana Air,Enugu,Nigeria,Dar es Salaam,Tanzania,4200,2024-03-03 09:15:00,2024-03-03 15:20:00,Delayed,381183
FL00587,Dana Air,Port Harcourt,Nigeria,Cairo,Egypt,3821,2024-03-04 21:45:00,2024-03-05 02:59:00,On-Time,345667
FL00588,EgyptAir,Casablanca,Morocco,Dakar,Senegal,2000,2024-03-04 20:45:00,2024-03-04 23:44:00,On-Time,190907
FL00589,EgyptAir,Cairo,Egypt,Dakar,Senegal,4900,2024-03-05 19:45:00,2024-03-06 02:16:00,Cancelled,468415
FL00590,Dana Air,Port Harcourt,Nigeria,Addis Ababa,Ethiopia,3570,2024-03-06 19:00:00,2024-03-07 00:23:00,On-Time,320030
FL00591,Ethiopian Airlines,Douala,Cameroon,Casablanca,Morocco,3800,2024-03-07 09:00:00,2024-03-07 14:32:00,On-Time,374106
FL00592,Dana Air,Enugu,Nigeria,Nairobi,Kenya,3800,2024-03-07 18:30:00,2024-03-07 23:33:00,On-Time,346296
FL00593,Kenya Airways,Nairobi,Kenya,Lusaka,Zambia,1860,2024-03-08 06:45:00,2024-03-08 09:51:00,On-Time,193969
FL00594,Ethiopian Airlines,Addis Ababa,Ethiopia,Cairo,Egypt,2185,2024-03-09 15:00:00,2024-03-09 18:20:00,On-Time,226887
FL00595,Kenya Airways,Cairo,Egypt,Abuja,Nigeria,3224,2024-03-10 11:30:00,2024-03-10 16:14:00,Cancelled,309465
FL00596,Air Peace,Accra,Ghana,Lusaka,Zambia,4500,2024-03-10 10:45:00,2024-03-10 16:54:00,On-Time,428765
FL00597,Dana Air,Port Harcourt,Nigeria,Lagos,Nigeria,443,2024-03-11 06:15:00,2024-03-11 07:10:00,On-Time,45202
FL00598,Kenya Airways,Lagos,Nigeria,Douala,Cameroon,1060,2024-03-12 10:30:00,2024-03-12 12:44:00,On-Time,120470
FL00599,Kenya Airways,Lusaka,Zambia,Nairobi,Kenya,1860,2024-03-12 22:00:00,2024-03-13 01:04:00,On-Time,189330
FL00600,Air Peace,Abuja,Nigeria,Cairo,Egypt,3224,2024-03-13 06:00:00,2024-03-13 10:47:00,Cancelled,312736
FL00601,Arik Air,Abuja,Nigeria,Johannesburg,South Africa,4243,2024-03-14 22:30:00,2024-03-15 04:31:00,On-Time,391413
FL00602,Dana Air,Port Harcourt,Nigeria,Lagos,Nigeria,443,2024-03-15 19:30:00,2024-03-15 20:26:00,On-Time,51776
FL00603,Ethiopian Airlines,Addis Ababa,Ethiopia,Port Harcourt,Nigeria,3570,2024-03-15 06:00:00,2024-03-15 10:54:00,On-Time,354460
FL00604,EgyptAir,Casablanca,Morocco,Accra,Ghana,3300,2024-03-16 10:15:00,2024-03-16 14:44:00,On-Time,325903
FL00605,Dana Air,Port Harcourt,Nigeria,Abuja,Nigeria,476,2024-03-17 05:45:00,2024-03-17 07:00:00,Delayed,61477
FL00606,Ethiopian Airlines,Cairo,Egypt,Casablanca,Morocco,3200,2024-03-18 19:15:00,2024-03-18 23:51:00,On-Time,322840
FL00607,EgyptAir,Casablanca,Morocco,Addis Ababa,Ethiopia,5000,2024-03-18 14:30:00,2024-03-18 21:24:00,On-Time,466301
FL00608,Dana Air,Abuja,Nigeria,Dar es Salaam,Tanzania,4050,2024-03-19 21:15:00,2024-03-20 03:15:00,On-Time,364699
FL00609,Kenya Airways,Cairo,Egypt,Addis Ababa,Ethiopia,2185,2024-03-20 09:00:00,2024-03-20 12:30:00,On-Time,218278
FL00610,Arik Air,Accra,Ghana,Nairobi,Kenya,4808,2024-03-21 08:30:00,2024-03-21 15:18:00,On-Time,447133
FL00611,Dana Air,Enugu,Nigeria,Abuja,Nigeria,330,2024-03-21 14:45:00,2024-03-21 15:52:00,Cancelled,40978
FL00612,Arik Air,Lagos,Nigeria,Dakar,Senegal,2832,2024-03-22 21:00:00,2024-03-23 01:24:00,Cancelled,262562
FL00613,Air Peace,Accra,Ghana,Enugu,Nigeria,700,2024-03-23 14:00:00,2024-03-23 15:11:00,On-Time,69725
FL00614,Kenya Airways,Cairo,Egypt,Abuja,Nigeria,3224,2024-03-23 21:45:00,2024-03-24 02:31:00,On-Time,323522
FL00615,Dana Air,Abuja,Nigeria,Dar es Salaam,Tanzania,4050,2024-03-24 09:45:00,2024-03-24 15:38:00,Cancelled,365216
FL00616,Arik Air,Kano,Nigeria,Enugu,Nigeria,650,2024-03-25 06:15:00,2024-03-25 07:30:00,On-Time,68948
FL00617,EgyptAir,Casablanca,Morocco,Dar es Salaam,Tanzania,6400,2024-03-26 10:30:00,2024-03-26 19:27:00,On-Time,605148
FL00618,Dana Air,Port Harcourt,Nigeria,Dar es Salaam,Tanzania,4100,2024-03-26 06:45:00,2024-03-26 12:11:00,On-Time,362645
FL00619,Kenya Airways,Accra,Ghana,Enugu,Nigeria,700,2024-03-27 17:45:00,2024-03-27 19:20:00,Delayed,78771
FL00620,Dana Air,Abuja,Nigeria,Casablanca,Morocco,3680,2024-03-28 15:30:00,2024-03-28 20:51:00,On-Time,318724
FL00621,Dana Air,Kano,Nigeria,Port Harcourt,Nigeria,793,2024-03-29 15:45:00,2024-03-29 17:33:00,On-Time,80631
FL00622,EgyptAir,Nairobi,Kenya,Addis Ababa,Ethiopia,1165,2024-03-29 20:45:00,2024-03-29 22:51:00,On-Time,121275
FL00623,Arik Air,Port Harcourt,Nigeria,Enugu,Nigeria,155,2024-03-30 15:15:00,2024-03-30 15:44:00,On-Time,29919
FL00624,Kenya Airways,Johannesburg,South Africa,Accra,Ghana,4922,2024-03-31 19:00:00,2024-04-01 01:50:00,Cancelled,480146
FL00625,EgyptAir,Casablanca,Morocco,Accra,Ghana,3300,2024-03-31 20:00:00,2024-04-01 01:03:00,On-Time,310913
FL00626,Dana Air,Lagos,Nigeria,Johannesburg,South Africa,4590,2024-04-01 15:00:00,2024-04-01 21:41:00,Cancelled,396839
FL00627,EgyptAir,Accra,Ghana,Douala,Cameroon,1200,2024-04-02 20:00:00,2024-04-02 21:58:00,On-Time,129906
FL00628,EgyptAir,Dakar,Senegal,Enugu,Nigeria,3100,2024-04-03 12:45:00,2024-04-03 17:35:00,On-Time,308403
FL00629,Arik Air,Kano,Nigeria,Dar es Salaam,Tanzania,3800,2024-04-03 08:30:00,2024-04-03 13:40:00,On-Time,340479
FL00630,Dana Air,Lagos,Nigeria,Accra,Ghana,397,2024-04-04 12:30:00,2024-04-04 13:45:00,On-Time,45980
FL00631,EgyptAir,Cairo,Egypt,Abuja,Nigeria,3224,2024-04-05 08:15:00,2024-04-05 12:36:00,Cancelled,315895
FL00632,EgyptAir,Johannesburg,South Africa,Lusaka,Zambia,1160,2024-04-06 07:15:00,2024-04-06 09:07:00,On-Time,131001
FL00633,Arik Air,Abuja,Nigeria,Cairo,Egypt,3224,2024-04-06 07:45:00,2024-04-06 12:09:00,On-Time,293395
FL00634,Kenya Airways,Addis Ababa,Ethiopia,Johannesburg,South Africa,3670,2024-04-07 22:30:00,2024-04-08 03:50:00,Delayed,355500
FL00635,Kenya Airways,Addis Ababa,Ethiopia,Douala,Cameroon,2800,2024-04-08 09:30:00,2024-04-08 13:58:00,Delayed,275343
FL00636,Air Peace,Lagos,Nigeria,Port Harcourt,Nigeria,443,2024-04-09 22:00:00,2024-04-09 23:22:00,On-Time,52539
FL00637,Dana Air,Abuja,Nigeria,Dar es Salaam,Tanzania,4050,2024-04-09 14:45:00,2024-04-09 20:37:00,On-Time,366946
FL00638,Dana Air,Port Harcourt,Nigeria,Casablanca,Morocco,4100,2024-04-10 10:45:00,2024-04-10 16:13:00,On-Time,368245
FL00639,Dana Air,Abuja,Nigeria,Port Harcourt,Nigeria,476,2024-04-11 05:00:00,2024-04-11 06:13:00,Delayed,61457
FL00640,Ethiopian Airlines,Lusaka,Zambia,Nairobi,Kenya,1860,2024-04-11 09:45:00,2024-04-11 12:28:00,Delayed,190576
FL00641,EgyptAir,Accra,Ghana,Dar es Salaam,Tanzania,4700,2024-04-12 13:45:00,2024-04-12 20:26:00,On-Time,440241
FL00642,Kenya Airways,Nairobi,Kenya,Johannesburg,South Africa,2723,2024-04-13 16:15:00,2024-04-13 20:05:00,On-Time,274473
FL00643,EgyptAir,Johannesburg,South Africa,Casablanca,Morocco,7200,2024-04-14 18:30:00,2024-04-15 04:02:00,On-Time,685724
FL00644,Air Peace,Nairobi,Kenya,Cairo,Egypt,3637,2024-04-14 06:45:00,2024-04-14 11:49:00,On-Time,335489
FL00645,Dana Air,Kano,Nigeria,Dakar,Senegal,2400,2024-04-15 21:15:00,2024-04-16 00:52:00,On-Time,211693
FL00646,Dana Air,Lagos,Nigeria,Nairobi,Kenya,4182,2024-04-16 18:30:00,2024-04-17 00:25:00,Delayed,367727
FL00647,Kenya Airways,Lagos,Nigeria,Abuja,Nigeria,533,2024-04-17 17:00:00,2024-04-17 18:03:00,On-Time,61341
FL00648,Ethiopian Airlines,Addis Ababa,Ethiopia,Dar es Salaam,Tanzania,1280,2024-04-17 13:15:00,2024-04-17 15:30:00,On-Time,136313
FL00649,Air Peace,Accra,Ghana,Casablanca,Morocco,3300,2024-04-18 19:15:00,2024-04-18 23:52:00,Delayed,311290
FL00650,EgyptAir,Casablanca,Morocco,Cairo,Egypt,3200,2024-04-19 19:30:00,2024-04-19 23:53:00,On-Time,317032
FL00651,Dana Air,Abuja,Nigeria,Lagos,Nigeria,533,2024-04-19 15:00:00,2024-04-19 16:13:00,On-Time,67747
FL00652,EgyptAir,Cairo,Egypt,Port Harcourt,Nigeria,3821,2024-04-20 20:15:00,2024-04-21 01:31:00,On-Time,376469
FL00653,Air Peace,Abuja,Nigeria,Lusaka,Zambia,3980,2024-04-21 21:45:00,2024-04-22 03:35:00,On-Time,370549
FL00654,Dana Air,Lagos,Nigeria,Abuja,Nigeria,533,2024-04-22 08:45:00,2024-04-22 09:56:00,On-Time,68560
FL00655,Ethiopian Airlines,Accra,Ghana,Addis Ababa,Ethiopia,4200,2024-04-22 05:45:00,2024-04-22 11:34:00,On-Time,412236
FL00656,EgyptAir,Johannesburg,South Africa,Dakar,Senegal,6500,2024-04-23 12:00:00,2024-04-23 20:28:00,Delayed,620898
FL00657,Arik Air,Abuja,Nigeria,Douala,Cameroon,870,2024-04-24 21:15:00,2024-04-24 23:08:00,On-Time,86036
FL00658,Air Peace,Nairobi,Kenya,Port Harcourt,Nigeria,3906,2024-04-25 07:45:00,2024-04-25 13:23:00,Delayed,369988
FL00659,Arik Air,Port Harcourt,Nigeria,Lagos,Nigeria,443,2024-04-25 19:00:00,2024-04-25 19:52:00,On-Time,51971
FL00660,Kenya Airways,Cairo,Egypt,Enugu,Nigeria,3700,2024-04-26 19:45:00,2024-04-27 01:04:00,Delayed,352776
FL00661,Kenya Airways,Dar es Salaam,Tanzania,Johannesburg,South Africa,2400,2024-04-27 18:30:00,2024-04-27 22:18:00,On-Time,232912
FL00662,Dana Air,Lagos,Nigeria,Douala,Cameroon,1060,2024-04-28 18:15:00,2024-04-28 20:03:00,On-Time,106872
FL00663,Arik Air,Accra,Ghana,Port Harcourt,Nigeria,730,2024-04-28 06:15:00,2024-04-28 07:48:00,Delayed,83883
FL00664,Arik Air,Douala,Cameroon,Cairo,Egypt,3600,2024-04-29 17:00:00,2024-04-29 22:27:00,On-Time,335598
FL00665,Kenya Airways,Cairo,Egypt,Lusaka,Zambia,4800,2024-04-30 18:00:00,2024-05-01 00:30:00,Delayed,468518
FL00666,Air Peace,Nairobi,Kenya,Abuja,Nigeria,3714,2024-04-30 11:15:00,2024-04-30 16:25:00,On-Time,343848
FL00667,Arik Air,Lagos,Nigeria,Lusaka,Zambia,4260,2024-05-01 07:45:00,2024-05-01 13:40:00,On-Time,381485
FL00668,Dana Air,Abuja,Nigeria,Port Harcourt,Nigeria,476,2024-05-02 19:45:00,2024-05-02 20:56:00,On-Time,50534
FL00669,EgyptAir,Addis Ababa,Ethiopia,Dar es Salaam,Tanzania,1280,2024-05-03 18:30:00,2024-05-03 20:35:00,On-Time,126999
FL00670,Air Peace,Port Harcourt,Nigeria,Johannesburg,South Africa,4257,2024-05-03 15:45:00,2024-05-03 21:35:00,Delayed,402735
FL00671,Air Peace,Kano,Nigeria,Addis Ababa,Ethiopia,3020,2024-05-04 19:00:00,2024-05-04 23:31:00,On-Time,294351
FL00672,EgyptAir,Accra,Ghana,Kano,Nigeria,1382,2024-05-05 17:00:00,2024-05-05 19:12:00,On-Time,148003
FL00673,Dana Air,Abuja,Nigeria,Lagos,Nigeria,533,2024-05-06 22:45:00,2024-05-06 23:55:00,Delayed,66186
FL00674,Arik Air,Port Harcourt,Nigeria,Johannesburg,South Africa,4257,2024-05-06 10:00:00,2024-05-06 16:15:00,On-Time,398181
FL00675,Kenya Airways,Accra,Ghana,Johannesburg,South Africa,4922,2024-05-07 07:15:00,2024-05-07 13:44:00,Delayed,473316
FL00676,Arik Air,Dakar,Senegal,Kano,Nigeria,2400,2024-05-08 19:15:00,2024-05-08 22:45:00,On-Time,229586
FL00677,EgyptAir,Johannesburg,South Africa,Douala,Cameroon,3900,2024-05-08 09:45:00,2024-05-08 15:14:00,On-Time,382078
FL00678,EgyptAir,Addis Ababa,Ethiopia,Accra,Ghana,4200,2024-05-09 14:15:00,2024-05-09 20:24:00,On-Time,396578
FL00679,Air Peace,Enugu,Nigeria,Lagos,Nigeria,478,2024-05-10 11:15:00,2024-05-10 12:33:00,On-Time,56201
FL00680,Ethiopian Airlines,Cairo,Egypt,Casablanca,Morocco,3200,2024-05-11 21:30:00,2024-05-12 02:14:00,On-Time,327714
FL00681,Air Peace,Kano,Nigeria,Addis Ababa,Ethiopia,3020,2024-05-11 11:30:00,2024-05-11 15:38:00,On-Time,290234
FL00682,Dana Air,Abuja,Nigeria,Nairobi,Kenya,3714,2024-05-12 16:15:00,2024-05-12 21:38:00,On-Time,322902
FL00683,Air Peace,Kano,Nigeria,Lagos,Nigeria,1054,2024-05-13 21:45:00,2024-05-13 23:41:00,Delayed,114419
FL00684,Dana Air,Port Harcourt,Nigeria,Douala,Cameroon,480,2024-05-14 17:30:00,2024-05-14 18:40:00,On-Time,47191
FL00685,Kenya Airways,Lagos,Nigeria,Abuja,Nigeria,533,2024-05-14 08:00:00,2024-05-14 09:10:00,On-Time,60538
FL00686,Arik Air,Douala,Cameroon,Lusaka,Zambia,3600,2024-05-15 14:00:00,2024-05-15 19:01:00,On-Time,337186
FL00687,Arik Air,Port Harcourt,Nigeria,Cairo,Egypt,3821,2024-05-16 07:00:00,2024-05-16 12:15:00,On-Time,356142
FL00688,Kenya Airways,Nairobi,Kenya,Abuja,Nigeria,3714,2024-05-17 13:45:00,2024-05-17 19:14:00,On-Time,360545
FL00689,EgyptAir,Nairobi,Kenya,Lagos,Nigeria,4182,2024-05-17 17:15:00,2024-05-17 22:55:00,On-Time,393918
FL00690,Ethiopian Airlines,Douala,Cameroon,Dar es Salaam,Tanzania,3500,2024-05-18 22:00:00,2024-05-19 03:02:00,On-Time,343096
FL00691,Kenya Airways,Nairobi,Kenya,Addis Ababa,Ethiopia,1165,2024-05-19 19:45:00,2024-05-19 21:33:00,On-Time,127013
FL00692,EgyptAir,Cairo,Egypt,Accra,Ghana,4383,2024-05-19 08:30:00,2024-05-19 14:38:00,On-Time,424040
FL00693,Kenya Airways,Accra,Ghana,Kano,Nigeria,1382,2024-05-20 19:15:00,2024-05-20 21:54:00,Delayed,136725
FL00694,Air Peace,Kano,Nigeria,Lagos,Nigeria,1054,2024-05-21 06:30:00,2024-05-21 08:18:00,On-Time,116840
FL00695,Arik Air,Douala,Cameroon,Nairobi,Kenya,3200,2024-05-22 19:45:00,2024-05-23 00:16:00,Delayed,301383
FL00696,Dana Air,Lagos,Nigeria,Nairobi,Kenya,4182,2024-05-22 12:00:00,2024-05-22 17:40:00,On-Time,363129
FL00697,EgyptAir,Accra,Ghana,Nairobi,Kenya,4808,2024-05-23 12:00:00,2024-05-23 18:49:00,On-Time,456973
FL00698,Dana Air,Lagos,Nigeria,Kano,Nigeria,1054,2024-05-24 21:45:00,2024-05-24 23:52:00,On-Time,111486
FL00699,Ethiopian Airlines,Johannesburg,South Africa,Lusaka,Zambia,1160,2024-05-25 16:00:00,2024-05-25 17:59:00,On-Time,116767
FL00700,Air Peace,Port Harcourt,Nigeria,Dakar,Senegal,3000,2024-05-25 14:15:00,2024-05-25 18:22:00,On-Time,293749
FL00701,Arik Air,Dakar,Senegal,Abuja,Nigeria,2600,2024-05-26 13:45:00,2024-05-26 17:25:00,On-Time,248148
FL00702,Arik Air,Douala,Cameroon,Dar es Salaam,Tanzania,3500,2024-05-27 09:30:00,2024-05-27 14:41:00,Delayed,317284
FL00703,Arik Air,Lagos,Nigeria,Kano,Nigeria,1054,2024-05-27 10:45:00,2024-05-27 12:58:00,On-Time,100561
FL00704,Arik Air,Abuja,Nigeria,Enugu,Nigeria,330,2024-05-28 06:15:00,2024-05-28 07:39:00,On-Time,47969
FL00705,EgyptAir,Lagos,Nigeria,Dakar,Senegal,2832,2024-05-29 17:15:00,2024-05-29 21:28:00,Cancelled,273787
FL00706,Arik Air,Kano,Nigeria,Lusaka,Zambia,3700,2024-05-30 10:45:00,2024-05-30 16:10:00,On-Time,336482
FL00707,Ethiopian Airlines,Cairo,Egypt,Accra,Ghana,4383,2024-05-30 09:45:00,2024-05-30 16:06:00,On-Time,427488
FL00708,Dana Air,Lagos,Nigeria,Addis Ababa,Ethiopia,3856,2024-05-31 05:00:00,2024-05-31 10:17:00,On-Time,344454
FL00709,Dana Air,Lagos,Nigeria,Cairo,Egypt,4020,2024-06-01 10:15:00,2024-06-01 15:43:00,On-Time,359976
FL00710,EgyptAir,Addis Ababa,Ethiopia,Port Harcourt,Nigeria,3570,2024-06-02 10:45:00,2024-06-02 16:04:00,Delayed,336041
FL00711,Arik Air,Lagos,Nigeria,Douala,Cameroon,1060,2024-06-02 20:45:00,2024-06-02 22:25:00,On-Time,102648
FL00712,EgyptAir,Lagos,Nigeria,Cairo,Egypt,4020,2024-06-03 08:15:00,2024-06-03 13:41:00,Delayed,376141
FL00713,Dana Air,Kano,Nigeria,Johannesburg,South Africa,4118,2024-06-04 15:45:00,2024-06-04 21:14:00,Cancelled,373330
FL00714,Air Peace,Port Harcourt,Nigeria,Nairobi,Kenya,3906,2024-06-05 13:00:00,2024-06-05 18:33:00,On-Time,373102
FL00715,Air Peace,Kano,Nigeria,Nairobi,Kenya,3318,2024-06-05 07:15:00,2024-06-05 12:17:00,On-Time,303680
FL00716,EgyptAir,Accra,Ghana,Dakar,Senegal,2100,2024-06-06 12:00:00,2024-06-06 15:16:00,Delayed,215169
FL00717,Dana Air,Lagos,Nigeria,Johannesburg,South Africa,4590,2024-06-07 09:00:00,2024-06-07 15:35:00,Cancelled,414932
FL00718,Ethiopian Airlines,Nairobi,Kenya,Douala,Cameroon,3200,2024-06-07 08:00:00,2024-06-07 12:58:00,Delayed,322327
FL00719,Dana Air,Abuja,Nigeria,Dakar,Senegal,2600,2024-06-08 10:00:00,2024-06-08 13:41:00,On-Time,236891
FL00720,EgyptAir,Lagos,Nigeria,Johannesburg,South Africa,4590,2024-06-09 06:15:00,2024-06-09 12:44:00,On-Time,438020
FL00721,Arik Air,Douala,Cameroon,Kano,Nigeria,950,2024-06-10 15:00:00,2024-06-10 16:45:00,On-Time,93998
FL00722,Arik Air,Accra,Ghana,Addis Ababa,Ethiopia,4200,2024-06-10 08:00:00,2024-06-10 13:43:00,Cancelled,381718
FL00723,Ethiopian Airlines,Lagos,Nigeria,Casablanca,Morocco,4010,2024-06-11 19:45:00,2024-06-12 01:43:00,On-Time,403924
FL00724,Arik Air,Lagos,Nigeria,Cairo,Egypt,4020,2024-06-12 10:15:00,2024-06-12 16:00:00,On-Time,366852
FL00725,Arik Air,Kano,Nigeria,Port Harcourt,Nigeria,793,2024-06-13 21:15:00,2024-06-13 22:40:00,On-Time,93896
FL00726,Dana Air,Abuja,Nigeria,Kano,Nigeria,316,2024-06-13 10:30:00,2024-06-13 11:50:00,Delayed,49447
FL00727,EgyptAir,Dakar,Senegal,Johannesburg,South Africa,6500,2024-06-14 06:15:00,2024-06-14 14:46:00,On-Time,616204
FL00728,EgyptAir,Nairobi,Kenya,Lagos,Nigeria,4182,2024-06-15 19:15:00,2024-06-16 01:04:00,Cancelled,395545
FL00729,Dana Air,Port Harcourt,Nigeria,Accra,Ghana,730,2024-06-15 15:30:00,2024-06-15 17:07:00,On-Time,79911
FL00730,Dana Air,Port Harcourt,Nigeria,Lagos,Nigeria,443,2024-06-16 12:15:00,2024-06-16 13:14:00,On-Time,60504
FL00731,Arik Air,Dakar,Senegal,Port Harcourt,Nigeria,3000,2024-06-17 17:15:00,2024-06-17 21:39:00,On-Time,276382
FL00732,Ethiopian Airlines,Lusaka,Zambia,Johannesburg,South Africa,1160,2024-06-18 16:15:00,2024-06-18 18:13:00,On-Time,127588
FL00733,Dana Air,Enugu,Nigeria,Addis Ababa,Ethiopia,3450,2024-06-18 09:15:00,2024-06-18 14:00:00,On-Time,310903
FL00734,Air Peace,Lagos,Nigeria,Accra,Ghana,397,2024-06-19 10:30:00,2024-06-19 11:56:00,On-Time,58002
FL00735,Ethiopian Airlines,Accra,Ghana,Johannesburg,South Africa,4922,2024-06-20 08:15:00,2024-06-20 14:56:00,On-Time,491389
FL00736,EgyptAir,Accra,Ghana,Dakar,Senegal,2100,2024-06-21 05:15:00,2024-06-21 08:41:00,On-Time,211182
FL00737,Kenya Airways,Lusaka,Zambia,Johannesburg,South Africa,1160,2024-06-21 21:30:00,2024-06-21 23:37:00,On-Time,113375
FL00738,Ethiopian Airlines,Dar es Salaam,Tanzania,Lusaka,Zambia,1500,2024-06-22 16:45:00,2024-06-22 19:09:00,On-Time,167388
FL00739,Kenya Airways,Cairo,Egypt,Port Harcourt,Nigeria,3821,2024-06-23 19:00:00,2024-06-24 00:44:00,Delayed,368408
FL00740,Dana Air,Port Harcourt,Nigeria,Johannesburg,South Africa,4257,2024-06-24 05:45:00,2024-06-24 11:35:00,On-Time,382168
FL00741,Kenya Airways,Cairo,Egypt,Kano,Nigeria,2887,2024-06-24 18:30:00,2024-06-24 22:28:00,On-Time,282860
FL00742,Arik Air,Douala,Cameroon,Casablanca,Morocco,3800,2024-06-25 10:00:00,2024-06-25 15:29:00,Delayed,354185
FL00743,Air Peace,Abuja,Nigeria,Port Harcourt,Nigeria,476,2024-06-26 09:30:00,2024-06-26 10:47:00,Delayed,52112
FL00744,Dana Air,Kano,Nigeria,Lagos,Nigeria,1054,2024-06-26 15:30:00,2024-06-26 17:42:00,On-Time,101601
FL00745,Kenya Airways,Accra,Ghana,Addis Ababa,Ethiopia,4200,2024-06-27 08:15:00,2024-06-27 14:02:00,On-Time,396812
FL00746,EgyptAir,Lagos,Nigeria,Abuja,Nigeria,533,2024-06-28 17:00:00,2024-06-28 18:00:00,On-Time,72931
FL00747,Arik Air,Accra,Ghana,Addis Ababa,Ethiopia,4200,2024-06-29 15:15:00,2024-06-29 21:02:00,On-Time,388247
FL00748,Air Peace,Accra,Ghana,Casablanca,Morocco,3300,2024-06-29 07:00:00,2024-06-29 11:30:00,On-Time,309328
FL00749,Arik Air,Lagos,Nigeria,Lusaka,Zambia,4260,2024-06-30 05:30:00,2024-06-30 11:23:00,On-Time,379947
FL00750,Kenya Airways,Addis Ababa,Ethiopia,Casablanca,Morocco,5000,2024-07-01 10:30:00,2024-07-01 17:28:00,Delayed,475680
FL00751,Ethiopian Airlines,Addis Ababa,Ethiopia,Lusaka,Zambia,2520,2024-07-02 22:45:00,2024-07-03 02:37:00,Delayed,251467
FL00752,Ethiopian Airlines,Accra,Ghana,Abuja,Nigeria,1055,2024-07-02 14:00:00,2024-07-02 15:38:00,On-Time,124885
FL00753,Air Peace,Accra,Ghana,Dar es Salaam,Tanzania,4700,2024-07-03 09:15:00,2024-07-03 15:56:00,Delayed,434701
FL00754,Dana Air,Port Harcourt,Nigeria,Accra,Ghana,730,2024-07-04 14:45:00,2024-07-04 16:30:00,Cancelled,69881
FL00755,Dana Air,Abuja,Nigeria,Dar es Salaam,Tanzania,4050,2024-07-04 16:45:00,2024-07-04 22:33:00,On-Time,360869
FL00756,EgyptAir,Casablanca,Morocco,Dar es Salaam,Tanzania,6400,2024-07-05 06:45:00,2024-07-05 15:38:00,On-Time,609532
FL00757,Dana Air,Kano,Nigeria,Addis Ababa,Ethiopia,3020,2024-07-06 17:15:00,2024-07-06 21:28:00,Delayed,278899
FL00758,Dana Air,Enugu,Nigeria,Casablanca,Morocco,3900,2024-07-07 12:45:00,2024-07-07 18:07:00,Delayed,337034
FL00759,Kenya Airways,Lagos,Nigeria,Johannesburg,South Africa,4590,2024-07-07 06:15:00,2024-07-07 12:43:00,On-Time,445335
FL00760,Kenya Airways,Lusaka,Zambia,Enugu,Nigeria,4000,2024-07-08 05:45:00,2024-07-08 11:38:00,Delayed,378641
FL00761,Kenya Airways,Johannesburg,South Africa,Addis Ababa,Ethiopia,3670,2024-07-09 09:15:00,2024-07-09 14:48:00,Delayed,346673
FL00762,EgyptAir,Casablanca,Morocco,Accra,Ghana,3300,2024-07-10 13:30:00,2024-07-10 18:30:00,On-Time,319797
FL00763,Dana Air,Lagos,Nigeria,Dar es Salaam,Tanzania,4450,2024-07-10 21:30:00,2024-07-11 03:24:00,On-Time,388454
FL00764,EgyptAir,Cairo,Egypt,Port Harcourt,Nigeria,3821,2024-07-11 13:30:00,2024-07-11 18:59:00,On-Time,359615
FL00765,Air Peace,Abuja,Nigeria,Kano,Nigeria,316,2024-07-12 15:30:00,2024-07-12 16:19:00,On-Time,53342
FL00766,Air Peace,Nairobi,Kenya,Dar es Salaam,Tanzania,524,2024-07-13 19:30:00,2024-07-13 20:47:00,On-Time,53834
FL00767,Ethiopian Airlines,Dar es Salaam,Tanzania,Port Harcourt,Nigeria,4100,2024-07-13 10:45:00,2024-07-13 16:18:00,Delayed,399627
FL00768,Ethiopian Airlines,Lusaka,Zambia,Abuja,Nigeria,3980,2024-07-14 07:45:00,2024-07-14 13:13:00,On-Time,392621
FL00769,EgyptAir,Dakar,Senegal,Port Harcourt,Nigeria,3000,2024-07-15 21:45:00,2024-07-16 02:26:00,On-Time,294440
FL00770,Arik Air,Douala,Cameroon,Nairobi,Kenya,3200,2024-07-15 09:15:00,2024-07-15 13:34:00,On-Time,305587
FL00771,Arik Air,Dakar,Senegal,Douala,Cameroon,3100,2024-07-16 16:15:00,2024-07-16 20:26:00,On-Time,286233
FL00772,EgyptAir,Accra,Ghana,Kano,Nigeria,1382,2024-07-17 22:15:00,2024-07-18 00:20:00,Cancelled,148597
